record_id,Scorer Name,Goal Orientation,Engaging with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name
266177,gpt-5,2,1,4,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
253693,gpt-5,3,1,4,3,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
528543,gpt-5,4,4,1,4,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
557524,gpt-5,2,1,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
600997,gpt-5,4,4,1,4,0,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
248731,gpt-5,2,2,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
576254,gpt-5,2,3,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
546868,gpt-5,2,3,3,3,0,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
524784,gpt-5,4,3,3,4,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
534868,gpt-5,2,1,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
591948,gpt-5,2,3,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
543229,gpt-5,4,3,3,4,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
242085,gpt-5,4,2,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.08098902357448567
215179,gpt-5,2,1,2,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
264262,gpt-5,2,1,2,3,0,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
263413,gpt-5,4,4,2,4,0,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
614816,gpt-5,3,1,4,3,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
231173,gpt-5,4,4,3,4,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
505194,gpt-5,3,2,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
216965,gpt-5,3,4,3,3,0,1,0,0,0,1,0,Testing Prompt: 0.08098902357448567
581720,gpt-5,4,4,3,4,1,0,1,0,1,1,0,Testing Prompt: 0.08098902357448567
717614,gpt-5,2,1,3,2,0,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
586617,gpt-5,4,2,4,4,0,0,1,1,0,1,0,Testing Prompt: 0.08098902357448567
584423,gpt-5,2,2,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
643006,gpt-5,3,3,3,3,0,0,1,0,1,1,0,Testing Prompt: 0.08098902357448567
551252,gpt-5,2,1,4,2,0,0,0,1,1,1,0,Testing Prompt: 0.08098902357448567
590085,gpt-5,3,3,1,3,0,0,1,1,1,0,0,Testing Prompt: 0.08098902357448567
600843,gpt-5,2,1,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
238025,gpt-5,3,4,1,4,0,0,1,0,0,0,0,Testing Prompt: 0.08098902357448567
585389,gpt-5,2,1,4,2,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
704896,gpt-5,2,1,1,3,0,0,0,1,0,0,0,Testing Prompt: 0.08098902357448567
200051,gpt-5,3,3,1,3,0,0,1,0,0,0,0,Testing Prompt: 0.08098902357448567
244029,gpt-5,3,4,3,4,0,0,1,1,1,0,0,Testing Prompt: 0.08098902357448567
218810,gpt-5,2,1,2,2,0,0,0,1,0,1,0,Testing Prompt: 0.08098902357448567
573597,gpt-5,4,4,1,4,1,0,1,0,1,1,0,Testing Prompt: 0.08098902357448567
632387,gpt-5,2,1,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
588075,gpt-5,2,1,3,2,0,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
257325,gpt-5,3,4,4,3,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
703584,gpt-5,3,1,2,2,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
167524,gpt-5,2,1,3,1,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
219176,gpt-5,4,3,3,4,0,1,1,1,0,0,0,Testing Prompt: 0.08098902357448567
735055,gpt-5,3,4,3,3,0,0,0,1,0,1,0,Testing Prompt: 0.08098902357448567
240687,gpt-5,2,3,3,2,0,0,1,0,1,0,0,Testing Prompt: 0.08098902357448567
293411,gpt-5,2,1,3,2,1,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
556668,gpt-5,2,1,4,2,0,0,1,0,1,1,0,Testing Prompt: 0.08098902357448567
215108,gpt-5,4,3,4,4,0,0,1,0,1,1,0,Testing Prompt: 0.08098902357448567
613126,gpt-5,4,4,4,4,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
550903,gpt-5,3,3,4,4,0,1,1,0,1,1,0,Testing Prompt: 0.08098902357448567
208682,gpt-5,2,1,3,2,0,0,1,1,0,1,0,Testing Prompt: 0.08098902357448567
247482,gpt-5,2,2,4,2,0,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
613961,gpt-5,3,4,2,3,0,0,1,1,0,1,0,Testing Prompt: 0.08098902357448567
543094,gpt-5,3,4,4,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
529099,gpt-5,2,2,3,2,0,0,0,1,0,0,0,Testing Prompt: 0.08098902357448567
546578,gpt-5,3,1,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
225581,gpt-5,4,4,3,4,1,0,1,1,0,1,0,Testing Prompt: 0.08098902357448567
644531,gpt-5,3,3,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
291285,gpt-5,4,4,4,4,0,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
282284,gpt-5,2,1,2,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
525710,gpt-5,4,4,3,4,0,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
640700,gpt-5,3,3,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.08098902357448567
257040,gpt-5,3,2,4,3,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
174997,gpt-5,2,1,3,3,0,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
263864,gpt-5,4,3,1,4,0,0,1,1,0,1,0,Testing Prompt: 0.08098902357448567
704786,gpt-5,3,4,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.08098902357448567
238271,gpt-5,3,1,4,4,0,0,1,0,1,1,0,Testing Prompt: 0.08098902357448567
512243,gpt-5,2,2,4,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
561604,gpt-5,2,3,1,3,0,0,0,1,0,0,0,Testing Prompt: 0.08098902357448567
225577,gpt-5,2,3,4,3,0,0,0,0,1,0,0,Testing Prompt: 0.08098902357448567
264478,gpt-5,2,2,4,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
615578,gpt-5,4,3,3,4,1,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
188529,gpt-5,3,2,1,2,0,0,1,0,1,0,0,Testing Prompt: 0.08098902357448567
506571,gpt-5,3,4,3,4,0,0,1,1,0,0,0,Testing Prompt: 0.08098902357448567
503131,gpt-5,2,4,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
630563,gpt-5,2,4,4,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
264344,gpt-5,3,3,3,3,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
561983,gpt-5,4,3,1,4,1,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
211179,gpt-5,2,1,1,3,0,0,0,1,0,0,0,Testing Prompt: 0.08098902357448567
564167,gpt-5,3,4,1,4,1,0,1,1,1,1,0,Testing Prompt: 0.08098902357448567
274347,gpt-5,4,4,4,4,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
190056,gpt-5,2,1,3,2,1,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
530371,gpt-5,4,4,3,4,0,0,1,1,0,0,0,Testing Prompt: 0.08098902357448567
232366,gpt-5,3,3,1,3,0,0,1,0,0,0,0,Testing Prompt: 0.08098902357448567
207524,gpt-5,3,4,3,4,0,0,1,0,1,0,0,Testing Prompt: 0.08098902357448567
555531,gpt-5,2,3,1,2,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
248896,gpt-5,3,4,3,3,0,0,1,0,0,0,0,Testing Prompt: 0.08098902357448567
580333,gpt-5,2,1,3,2,0,1,0,0,1,1,0,Testing Prompt: 0.08098902357448567
545047,gpt-5,3,3,3,3,0,0,0,1,0,0,0,Testing Prompt: 0.08098902357448567
575601,gpt-5,3,4,3,3,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
534553,gpt-5,3,4,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.08098902357448567
558582,gpt-5,2,1,3,2,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
700128,gpt-5,2,3,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
607920,gpt-5,2,1,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
505173,gpt-5,3,3,4,4,0,0,0,1,1,1,0,Testing Prompt: 0.08098902357448567
172253,gpt-5,2,3,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
217400,gpt-5,2,1,3,3,0,0,0,0,1,0,0,Testing Prompt: 0.08098902357448567
247781,gpt-5,2,4,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
225646,gpt-5,3,3,3,4,0,0,0,1,1,0,0,Testing Prompt: 0.08098902357448567
529141,gpt-5,1,1,3,2,0,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
248235,gpt-5,4,4,3,4,0,1,1,0,0,0,0,Testing Prompt: 0.08098902357448567
706907,gpt-5,2,3,3,3,0,0,1,0,1,1,0,Testing Prompt: 0.08098902357448567
511739,gpt-5,2,1,1,1,0,0,0,0,0,1,0,Testing Prompt: 0.08098902357448567
207845,gpt-5,2,4,3,2,1,0,0,1,1,1,0,Testing Prompt: 0.08098902357448567
195235,gpt-5,3,3,3,2,0,0,1,0,0,1,0,Testing Prompt: 0.08098902357448567
217052,gpt-5,2,1,3,1,0,1,0,0,0,1,0,Testing Prompt: 0.08098902357448567
601747,gpt-5,2,1,1,2,0,0,0,0,1,0,0,Testing Prompt: 0.08098902357448567
249730,gpt-5,2,1,3,2,0,0,0,0,0,0,0,Testing Prompt: 0.08098902357448567
184927,gpt-5,4,4,4,4,0,0,1,1,0,1,0,Testing Prompt: 0.08098902357448567
211283,gpt-5,2,4,4,3,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
242166,gpt-5,2,1,3,2,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
601728,gpt-5,3,4,1,3,0,0,0,0,1,0,0,Testing Prompt: 0.08098902357448567
641013,gpt-5,3,2,3,3,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567
226773,gpt-5,3,2,3,3,0,0,0,0,1,1,0,Testing Prompt: 0.08098902357448567