record_id,Scorer Name,Goal Orientation,Engagement with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name, degrade field,Evaluation pipelines
706907,gpt-5,2,2,3,3,0,0,1,0,1,0,2,Testing Prompt: 0.4443003053932798,,
528543,gpt-5,3,3,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
529141,gpt-5,2,1,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.4443003053932798,,
576254,gpt-5,2,3,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
195235,gpt-5,4,3,3,3,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
607920,gpt-5,2,1,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
581720,gpt-5,4,4,4,4,1,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
555531,gpt-5,3,3,4,3,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
591948,gpt-5,3,3,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
551252,gpt-5,4,4,4,4,0,0,1,1,1,1,2,Testing Prompt: 0.4443003053932798,,
282284,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
225646,gpt-5,3,3,3,3,0,0,0,1,0,1,2,Testing Prompt: 0.4443003053932798,,
225581,gpt-5,4,4,4,4,1,0,1,1,1,1,2,Testing Prompt: 0.4443003053932798,,
247781,gpt-5,3,4,4,4,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
231173,gpt-5,4,4,4,4,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
614816,gpt-5,2,1,4,3,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
248235,gpt-5,4,3,3,4,0,1,1,0,0,0,2,Testing Prompt: 0.4443003053932798,,
249730,gpt-5,2,1,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.4443003053932798,,
600843,gpt-5,2,3,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
248896,gpt-5,3,4,3,3,0,0,1,0,0,0,2,Testing Prompt: 0.4443003053932798,,
524784,gpt-5,4,3,3,4,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
274347,gpt-5,4,4,4,4,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
190056,gpt-5,2,2,3,2,1,0,0,0,0,0,2,Testing Prompt: 0.4443003053932798,,
700128,gpt-5,1,3,4,1,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
525710,gpt-5,4,4,3,4,0,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
291285,gpt-5,4,4,4,4,0,0,1,1,0,1,2,Testing Prompt: 0.4443003053932798,,
600997,gpt-5,4,4,3,4,0,0,1,1,1,1,2,Testing Prompt: 0.4443003053932798,,
590085,gpt-5,3,4,1,4,0,0,1,1,1,0,2,Testing Prompt: 0.4443003053932798,,
615578,gpt-5,4,3,3,4,1,0,1,1,1,1,2,Testing Prompt: 0.4443003053932798,,
264344,gpt-5,3,4,3,3,0,0,1,0,0,0,2,Testing Prompt: 0.4443003053932798,,
506571,gpt-5,4,4,3,4,0,0,1,1,0,0,2,Testing Prompt: 0.4443003053932798,,
225577,gpt-5,2,3,4,3,0,0,0,0,1,0,2,Testing Prompt: 0.4443003053932798,,
257325,gpt-5,3,4,4,3,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
264478,gpt-5,2,3,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
226773,gpt-5,2,2,3,3,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
266177,gpt-5,2,2,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
218810,gpt-5,2,1,3,2,0,0,1,1,0,1,2,Testing Prompt: 0.4443003053932798,,
263864,gpt-5,3,3,1,4,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
632387,gpt-5,2,2,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.4443003053932798,,
704786,gpt-5,3,4,1,4,0,0,1,1,0,0,2,Testing Prompt: 0.4443003053932798,,
580333,gpt-5,2,1,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
207845,gpt-5,2,4,3,2,1,0,0,1,0,1,2,Testing Prompt: 0.4443003053932798,,
586617,gpt-5,4,3,4,4,0,0,1,1,1,0,2,Testing Prompt: 0.4443003053932798,,
248731,gpt-5,2,3,4,3,0,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
242166,gpt-5,2,1,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
172253,gpt-5,2,3,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
219176,gpt-5,3,4,3,4,0,1,1,0,0,0,2,Testing Prompt: 0.4443003053932798,,
585389,gpt-5,2,1,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
717614,gpt-5,2,2,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.4443003053932798,,
561604,gpt-5,2,3,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.4443003053932798,,
550903,gpt-5,3,3,4,4,0,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
503131,gpt-5,2,4,1,1,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
641013,gpt-5,3,2,4,3,0,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
200051,gpt-5,3,4,1,3,0,0,1,0,0,0,2,Testing Prompt: 0.4443003053932798,,
543094,gpt-5,3,4,4,2,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
534868,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
588075,gpt-5,2,2,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.4443003053932798,,
704896,gpt-5,2,1,1,3,0,0,0,1,0,0,2,Testing Prompt: 0.4443003053932798,,
232366,gpt-5,2,2,1,2,0,0,1,0,0,0,2,Testing Prompt: 0.4443003053932798,,
208682,gpt-5,2,1,4,3,0,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
703584,gpt-5,3,2,3,2,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
534553,gpt-5,3,3,1,4,0,0,1,1,0,0,2,Testing Prompt: 0.4443003053932798,,
217052,gpt-5,2,1,3,1,0,1,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
557524,gpt-5,2,1,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
211283,gpt-5,2,4,4,3,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
640700,gpt-5,3,3,1,3,0,0,1,1,0,0,2,Testing Prompt: 0.4443003053932798,,
293411,gpt-5,2,1,3,2,1,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
174997,gpt-5,2,1,3,3,0,0,0,0,0,0,2,Testing Prompt: 0.4443003053932798,,
505173,gpt-5,3,1,4,3,0,0,0,1,1,1,2,Testing Prompt: 0.4443003053932798,,
561983,gpt-5,4,3,1,4,1,0,1,1,1,0,2,Testing Prompt: 0.4443003053932798,,
215179,gpt-5,2,2,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
188529,gpt-5,2,1,1,2,0,0,1,0,1,0,2,Testing Prompt: 0.4443003053932798,,
558582,gpt-5,2,1,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
263413,gpt-5,4,4,3,4,0,0,1,1,1,1,2,Testing Prompt: 0.4443003053932798,,
575601,gpt-5,3,4,3,2,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
613961,gpt-5,4,3,3,4,0,0,1,1,0,1,2,Testing Prompt: 0.4443003053932798,,
613126,gpt-5,4,4,3,2,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
644531,gpt-5,3,4,3,2,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
630563,gpt-5,2,4,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
207524,gpt-5,3,4,3,3,0,0,1,0,0,0,2,Testing Prompt: 0.4443003053932798,,
184927,gpt-5,4,4,3,4,0,0,1,1,0,1,2,Testing Prompt: 0.4443003053932798,,
584423,gpt-5,2,3,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.4443003053932798,,
601728,gpt-5,2,4,1,2,0,0,0,0,1,0,2,Testing Prompt: 0.4443003053932798,,
545047,gpt-5,2,4,3,2,0,0,0,1,0,0,2,Testing Prompt: 0.4443003053932798,,
529099,gpt-5,3,2,3,3,0,0,0,0,1,1,2,Testing Prompt: 0.4443003053932798,,
543229,gpt-5,3,3,3,4,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
546578,gpt-5,3,2,1,2,0,0,1,0,0,1,2,Testing Prompt: 0.4443003053932798,,
238271,gpt-5,3,3,4,4,0,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
215108,gpt-5,4,4,4,4,0,0,1,0,1,1,2,Testing Prompt: 0.4443003053932798,,
188529,gpt-5,2,1,1,2,0,0,0,0,1,0,3,Testing Prompt: 0.8614528037900416,,
208682,gpt-5,3,1,4,4,0,0,1 sop,0 hvf,,1,3,Testing Prompt: 0.8614528037900416,1,1
601728,gpt-5,3,4,1,2,0,0,0,0,1,0,3,Testing Prompt: 0.8614528037900416,,
704896,gpt-5,2,1,1,3,0,0,0,1,0,0,3,Testing Prompt: 0.8614528037900416,,
576254,gpt-5,2,3,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
218810,gpt-5,2,1,1,2,0,0,1,1,0,0,3,Testing Prompt: 0.8614528037900416,,
591948,gpt-5,2,3,3,1,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
174997,gpt-5,2,1,3,2,0,0,0,1,0,0,3,Testing Prompt: 0.8614528037900416,,
266177,gpt-5,2,1,4,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
573597,gpt-5,3,4,1,4,0,0,1,0,1,0,3,Testing Prompt: 0.8614528037900416,,
291285,gpt-5,3,4,4,4,0,0,0,1,0,0,3,Testing Prompt: 0.8614528037900416,,
225646,gpt-5,2,1,3,3,0,0,0,1,0,1,3,Testing Prompt: 0.8614528037900416,,
172253,gpt-5,2,3,3,1,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
530371,gpt-5,3,2,1,4,0,0,1,1,0,0,3,Testing Prompt: 0.8614528037900416,,
524784,gpt-5,3,1,3,4,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
590085,gpt-5,3,4,1,4,0,0,1,1,1,0,3,Testing Prompt: 0.8614528037900416,,
600997,gpt-5,3,4,3,4,0,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
534868,gpt-5,2,1,3,1,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
249730,gpt-5,2,1,1,1,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
226773,gpt-5,3,3,3,3,0,0,0,0,1,0,3,Testing Prompt: 0.8614528037900416,,
216965,gpt-5,3,4,1,3,0,1,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
225577,gpt-5,2,3,4,2,0,0,0,0,1,0,3,Testing Prompt: 0.8614528037900416,,
584423,gpt-5,2,3,3,1,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
615578,gpt-5,3,3,3,4,1,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
253693,gpt-5,2,1,4,2,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
207845,gpt-5,2,4,3,2,1,0,0,1,0,1,3,Testing Prompt: 0.8614528037900416,,
167524,gpt-5,2,1,3,1,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
257325,gpt-5,2,4,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
238271,gpt-5,2,1,4,3,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
600843,gpt-5,2,3,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
643006,gpt-5,3,3,3,4,0,0,1,0,1,1,3,Testing Prompt: 0.8614528037900416,,
528543,gpt-5,3,4,2,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
529099,gpt-5,2,1,4,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
546578,gpt-5,2,1,1,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
644531,gpt-5,3,4,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
200051,gpt-5,3,4,1,3,0,0,1,0,0,0,3,Testing Prompt: 0.8614528037900416,,
215108,gpt-5,3,3,4,4,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
614816,gpt-5,2,1,4,3,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
242166,gpt-5,2,1,3,2,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
703584,gpt-5,2,1,1,1,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
264344,gpt-5,4,4,3,3,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
525710,gpt-5,4,4,3,4,0,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
215179,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
244029,gpt-5,3,4,4,4,0,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
706907,gpt-5,2,1,3,2,0,0,1,0,1,1,3,Testing Prompt: 0.8614528037900416,,
558582,gpt-5,2,1,3,2,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
293411,gpt-5,2,1,3,2,1,1,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
207524,gpt-5,3,4,3,3,0,0,1,0,0,0,3,Testing Prompt: 0.8614528037900416,,
506571,gpt-5,4,4,3,4,0,0,1,1,0,0,3,Testing Prompt: 0.8614528037900416,,
555531,gpt-5,2,2,2,2,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
211283,gpt-5,2,4,4,3,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
238025,gpt-5,3,4,4,4,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
511739,gpt-5,2,1,1,1,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
231173,gpt-5,4,4,4,4,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
512243,gpt-5,3,3,4,3,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
247482,gpt-5,3,3,4,3,0,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
561983,gpt-5,2,3,1,2,1,0,0,1,1,0,3,Testing Prompt: 0.8614528037900416,,
505194,gpt-5,2,2,3,3,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
588075,gpt-5,2,2,3,3,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
585389,gpt-5,2,1,3,2,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
505173,gpt-5,3,4,4,4,0,0,0,1,1,1,3,Testing Prompt: 0.8614528037900416,,
195235,gpt-5,3,3,4,2,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
564167,gpt-5,3,4,1,4,1,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
717614,gpt-5,2,1,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
641013,gpt-5,3,2,3,2,0,0,0,0,1,1,3,Testing Prompt: 0.8614528037900416,,
581720,gpt-5,4,4,3,3,1,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
217052,gpt-5,2,1,3,1,0,1,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
190056,gpt-5,2,1,3,2,1,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
613961,gpt-5,4,4,3,4,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
240687,gpt-5,3,4,3,3,0,0,0,0,1,0,3,Testing Prompt: 0.8614528037900416,,
630563,gpt-5,2,3,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
217400,gpt-5,2,1,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
529141,gpt-5,2,1,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
613126,gpt-5,4,4,3,4,0,0,1,0,1,1,3,Testing Prompt: 0.8614528037900416,,
545047,gpt-5,4,4,3,3,0,0,0,1,0,0,3,Testing Prompt: 0.8614528037900416,,
232366,gpt-5,3,4,1,3,0,0,1,0,0,0,3,Testing Prompt: 0.8614528037900416,,
247781,gpt-5,3,4,4,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
704786,gpt-5,3,4,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.8614528037900416,,
550903,gpt-5,4,3,4,4,0,1,1,0,1,1,3,Testing Prompt: 0.8614528037900416,,
248896,gpt-5,2,3,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
607920,gpt-5,2,1,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
561604,gpt-5,2,2,1,3,0,0,0,1,0,0,3,Testing Prompt: 0.8614528037900416,,
503131,gpt-5,2,4,1,1,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
282284,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
263864,gpt-5,4,3,1,4,0,0,1,1,0,1,3,Testing Prompt: 0.8614528037900416,,
586617,gpt-5,3,3,4,4,0,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
556668,gpt-5,2,1,4,2,0,0,1,0,1,1,3,Testing Prompt: 0.8614528037900416,,
580333,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
248235,gpt-5,4,4,3,4,0,1,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
248731,gpt-5,3,3,3,3,0,0,1,0,1,1,3,Testing Prompt: 0.8614528037900416,,
543094,gpt-5,3,4,4,2,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
543229,gpt-5,3,3,3,3,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
263413,gpt-5,3,4,2,3,0,0,1,0,1,1,3,Testing Prompt: 0.8614528037900416,,
632387,gpt-5,2,2,3,3,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
274347,gpt-5,4,4,4,4,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
546868,gpt-5,2,3,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
551252,gpt-5,2,2,4,3,0,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
211179,gpt-5,2,1,1,2,0,0,0,1,0,0,3,Testing Prompt: 0.8614528037900416,,
242085,gpt-5,3,2,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.8614528037900416,,
534553,gpt-5,3,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.8614528037900416,,
575601,gpt-5,3,4,3,2,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
219176,gpt-5,3,4,3,3,0,1,1,1,1,0,3,Testing Prompt: 0.8614528037900416,,
601747,gpt-5,1,1,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
640700,gpt-5,3,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.8614528037900416,,
264262,gpt-5,2,1,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.8614528037900416,,
735055,gpt-5,4,4,4,4,0,0,0,1,0,1,3,Testing Prompt: 0.8614528037900416,,
257040,gpt-5,3,2,4,3,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
225581,gpt-5,3,4,4,4,1,0,1,1,1,1,3,Testing Prompt: 0.8614528037900416,,
184927,gpt-5,4,4,4,4,0,0,1,0,0,1,3,Testing Prompt: 0.8614528037900416,,
264478,gpt-5,2,2,4,3,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
700128,gpt-5,2,2,3,1,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
557524,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.8614528037900416,,
207524,gpt-5,3,4,3,3,0,0,1,0,1,0,4,Testing Prompt: 0.38205314249051525,,
529141,gpt-5,2,1,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
573597,gpt-5,3,4,1,4,1,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
551252,gpt-5,2,2,4,2,0,1,0,1,1,1,4,Testing Prompt: 0.38205314249051525,,
266177,gpt-5,2,1,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
257040,gpt-5,2,2,4,2,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
584423,gpt-5,2,3,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
561604,gpt-5,2,3,1,3,0,0,0,1,0,0,4,Testing Prompt: 0.38205314249051525,,
248731,gpt-5,3,3,4,3,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
581720,gpt-5,4,4,3,3,1,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
512243,gpt-5,2,1,4,2,0,0,0,0,1,1,4,Testing Prompt: 0.38205314249051525,,
630563,gpt-5,2,3,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
615578,gpt-5,4,4,3,4,1,0,1,1,1,1,4,Testing Prompt: 0.38205314249051525,,
263413,gpt-5,4,4,1,4,0,0,1,1,1,0,4,Testing Prompt: 0.38205314249051525,,
613126,gpt-5,4,4,3,4,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
735055,gpt-5,2,3,3,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
172253,gpt-5,2,3,4,1,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
218810,gpt-5,2,1,3,2,0,0,1,1,0,1,4,Testing Prompt: 0.38205314249051525,,
585389,gpt-5,2,1,4,2,0,0,0,1,1,1,4,Testing Prompt: 0.38205314249051525,,
248235,gpt-5,3,3,3,4,0,1,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
167524,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
248896,gpt-5,3,4,3,2,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
264344,gpt-5,4,4,3,4,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
238025,gpt-5,3,4,1,4,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
188529,gpt-5,3,2,1,2,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
643006,gpt-5,3,3,4,4,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
641013,gpt-5,3,2,3,2,0,0,0,0,1,1,4,Testing Prompt: 0.38205314249051525,,
590085,gpt-5,4,4,1,4,0,0,1,1,1,0,4,Testing Prompt: 0.38205314249051525,,
274347,gpt-5,4,4,4,4,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
556668,gpt-5,3,1,4,2,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
174997,gpt-5,2,1,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
640700,gpt-5,3,3,1,3,0,0,1,1,0,0,4,Testing Prompt: 0.38205314249051525,,
217400,gpt-5,3,1,3,2,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
200051,gpt-5,3,4,1,3,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
580333,gpt-5,2,1,2,2,0,0,0,0,1,1,4,Testing Prompt: 0.38205314249051525,,
704786,gpt-5,3,4,1,3,0,0,1,1,1,0,4,Testing Prompt: 0.38205314249051525,,
249730,gpt-5,2,1,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
575601,gpt-5,3,4,3,2,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
240687,gpt-5,3,4,3,4,0,0,1,0,1,0,4,Testing Prompt: 0.38205314249051525,,
225577,gpt-5,3,3,4,4,0,0,0,0,1,0,4,Testing Prompt: 0.38205314249051525,,
558582,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
226773,gpt-5,3,2,3,3,0,0,0,0,1,1,4,Testing Prompt: 0.38205314249051525,,
195235,gpt-5,3,2,4,2,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
184927,gpt-5,4,4,4,4,0,0,1,1,0,1,4,Testing Prompt: 0.38205314249051525,,
211179,gpt-5,2,1,1,2,0,0,0,1,0,0,4,Testing Prompt: 0.38205314249051525,,
534868,gpt-5,2,1,3,1,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
576254,gpt-5,2,3,1,2,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
263864,gpt-5,3,3,1,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
706907,gpt-5,2,3,3,3,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
588075,gpt-5,2,2,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
613961,gpt-5,4,4,1,4,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
586617,gpt-5,3,2,4,3,0,0,1,1,1,0,4,Testing Prompt: 0.38205314249051525,,
505173,gpt-5,3,4,4,4,0,0,0,1,1,1,4,Testing Prompt: 0.38205314249051525,,
