record_id,Scorer Name,Goal Orientation,Engagement with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name, degrade field,Evaluation pipelines
253693,gpt-5,3,2,4,3,0,0,0,0,1,1,4,Testing Prompt: 0.38205314249051525,,
215108,gpt-5,3,3,4,4,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
244029,gpt-5,3,4,1,3,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
215179,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
242085,gpt-5,3,2,1,2,0,0,1,1,0,0,4,Testing Prompt: 0.38205314249051525,,
557524,gpt-5,2,1,1,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
219176,gpt-5,3,4,3,4,0,1,1,1,0,0,4,Testing Prompt: 0.38205314249051525,,
543229,gpt-5,2,1,3,2,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
247482,gpt-5,3,4,4,3,0,0,1,1,1,0,4,Testing Prompt: 0.38205314249051525,,
600997,gpt-5,4,4,3,4,0,0,1,1,1,1,4,Testing Prompt: 0.38205314249051525,,
506571,gpt-5,3,4,3,4,0,0,1,1,0,0,4,Testing Prompt: 0.38205314249051525,,
511739,gpt-5,2,1,1,1,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
564167,gpt-5,3,4,1,4,1,0,1,1,1,1,4,Testing Prompt: 0.38205314249051525,,
247781,gpt-5,2,4,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
231173,gpt-5,4,4,3,3,0,1,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
555531,gpt-5,2,3,1,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
543094,gpt-5,3,4,4,2,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
207845,gpt-5,2,4,3,2,1,0,0,1,1,1,4,Testing Prompt: 0.38205314249051525,,
225581,gpt-5,4,4,3,4,1,0,1,1,0,1,4,Testing Prompt: 0.38205314249051525,,
601728,gpt-5,3,4,3,3,0,0,0,0,1,0,4,Testing Prompt: 0.38205314249051525,,
530371,gpt-5,3,2,3,4,0,0,1,1,0,0,4,Testing Prompt: 0.38205314249051525,,
225646,gpt-5,3,3,3,4,0,0,0,1,0,1,4,Testing Prompt: 0.38205314249051525,,
282284,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
525710,gpt-5,4,4,3,4,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
528543,gpt-5,3,3,1,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
208682,gpt-5,3,1,4,4,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
700128,gpt-5,2,3,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
503131,gpt-5,2,4,1,1,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
264262,gpt-5,2,1,1,2,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
717614,gpt-5,2,2,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
607920,gpt-5,2,1,3,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
293411,gpt-5,2,1,2,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
545047,gpt-5,3,4,3,2,0,0,0,1,0,1,4,Testing Prompt: 0.38205314249051525,,
190056,gpt-5,2,2,3,2,1,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
632387,gpt-5,2,2,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
591948,gpt-5,3,3,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
546578,gpt-5,2,1,1,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
534553,gpt-5,3,3,1,3,0,0,1,1,0,0,4,Testing Prompt: 0.38205314249051525,,
291285,gpt-5,4,4,4,4,0,0,1,1,1,1,4,Testing Prompt: 0.38205314249051525,,
703584,gpt-5,2,1,1,2,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
614816,gpt-5,2,1,4,3,0,0,0,0,1,1,4,Testing Prompt: 0.38205314249051525,,
550903,gpt-5,3,2,4,3,1,1,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
217052,gpt-5,2,1,3,2,0,1,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
238271,gpt-5,3,2,4,3,0,0,1,0,1,1,4,Testing Prompt: 0.38205314249051525,,
242166,gpt-5,2,1,3,3,0,0,0,0,1,1,4,Testing Prompt: 0.38205314249051525,,
644531,gpt-5,3,4,3,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
601747,gpt-5,2,1,1,2,0,0,0,0,1,0,4,Testing Prompt: 0.38205314249051525,,
600843,gpt-5,2,3,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
232366,gpt-5,2,3,1,3,0,0,1,0,0,0,4,Testing Prompt: 0.38205314249051525,,
216965,gpt-5,3,4,1,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
546868,gpt-5,2,3,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.38205314249051525,,
211283,gpt-5,2,4,4,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
505194,gpt-5,2,2,3,3,0,0,0,0,1,0,4,Testing Prompt: 0.38205314249051525,,
264478,gpt-5,2,2,4,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
524784,gpt-5,4,3,3,4,0,0,1,0,0,1,4,Testing Prompt: 0.38205314249051525,,
529099,gpt-5,2,2,3,3,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
257325,gpt-5,2,4,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.38205314249051525,,
704896,gpt-5,2,1,1,3,0,0,0,1,0,0,4,Testing Prompt: 0.38205314249051525,,
561983,gpt-5,4,3,1,3,1,0,0,1,1,0,4,Testing Prompt: 0.38205314249051525,,
543229,gpt-5,2,1,3,3,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
291285,gpt-5,4,4,4,4,0,0,1,1,1,1,5,Testing Prompt: 0.06868817855864828,,
640700,gpt-5,3,3,1,3,0,0,1,1,0,0,5,Testing Prompt: 0.06868817855864828,,
225577,gpt-5,2,3,4,3,0,0,0,0,1,0,5,Testing Prompt: 0.06868817855864828,,
242085,gpt-5,2,2,1,2,0,0,1,1,0,0,5,Testing Prompt: 0.06868817855864828,,
557524,gpt-5,2,1,1,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
240687,gpt-5,2,3,3,3,0,0,1,0,1,0,5,Testing Prompt: 0.06868817855864828,,
266177,gpt-5,2,1,4,2,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
576254,gpt-5,2,3,1,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
200051,gpt-5,3,3,1,3,0,0,1,0,0,0,5,Testing Prompt: 0.06868817855864828,,
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
601728,gpt-5,2,4,1,3,0,0,0,0,1,0,5,Testing Prompt: 0.06868817855864828,,
207524,gpt-5,3,4,1,3,0,0,1,0,1,0,5,Testing Prompt: 0.06868817855864828,,
184927,gpt-5,4,4,4,4,0,0,1,1,0,1,5,Testing Prompt: 0.06868817855864828,,
573597,gpt-5,3,3,1,3,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
248896,gpt-5,3,4,3,3,0,0,1,0,0,0,5,Testing Prompt: 0.06868817855864828,,
528543,gpt-5,4,4,3,4,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
600843,gpt-5,2,3,3,3,0,1,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
249730,gpt-5,2,1,1,2,0,0,0,0,0,0,5,Testing Prompt: 0.06868817855864828,,
253693,gpt-5,2,1,4,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
264344,gpt-5,4,4,3,4,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
505173,gpt-5,3,3,4,4,0,0,0,1,1,1,5,Testing Prompt: 0.06868817855864828,,
217400,gpt-5,2,1,3,2,0,0,0,0,0,0,5,Testing Prompt: 0.06868817855864828,,
215179,gpt-5,2,1,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
247781,gpt-5,2,4,4,3,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
530371,gpt-5,4,4,3,4,0,0,1,1,0,0,5,Testing Prompt: 0.06868817855864828,,
534868,gpt-5,2,2,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
590085,gpt-5,3,4,1,3,0,0,1,1,1,0,5,Testing Prompt: 0.06868817855864828,,
704896,gpt-5,2,1,1,3,0,0,0,1,0,0,5,Testing Prompt: 0.06868817855864828,,
248235,gpt-5,4,4,3,4,0,1,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
543094,gpt-5,3,4,4,2,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
216965,gpt-5,3,3,2,3,0,1,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
588075,gpt-5,2,2,3,2,0,0,0,0,0,0,5,Testing Prompt: 0.06868817855864828,,
248731,gpt-5,3,3,4,3,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
225581,gpt-5,4,4,3,4,1,0,1,1,0,1,5,Testing Prompt: 0.06868817855864828,,
257325,gpt-5,2,4,4,3,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
580333,gpt-5,2,1,2,2,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
555531,gpt-5,3,3,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
585389,gpt-5,2,1,4,2,0,0,0,0,1,0,5,Testing Prompt: 0.06868817855864828,,
600997,gpt-5,4,4,1,4,0,0,1,1,1,0,5,Testing Prompt: 0.06868817855864828,,
615578,gpt-5,4,3,3,4,1,0,1,1,1,1,5,Testing Prompt: 0.06868817855864828,,
534553,gpt-5,3,2,1,4,0,0,1,1,0,0,5,Testing Prompt: 0.06868817855864828,,
586617,gpt-5,3,3,4,3,0,0,1,1,1,0,5,Testing Prompt: 0.06868817855864828,,
263413,gpt-5,4,4,2,3,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
215108,gpt-5,4,3,3,4,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
581720,gpt-5,4,4,3,4,1,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
247482,gpt-5,2,4,4,2,0,0,1,1,1,0,5,Testing Prompt: 0.06868817855864828,,
717614,gpt-5,2,1,3,2,0,0,0,0,0,0,5,Testing Prompt: 0.06868817855864828,,
584423,gpt-5,2,4,4,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
231173,gpt-5,4,4,4,4,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
575601,gpt-5,2,4,3,2,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
706907,gpt-5,2,1,3,3,0,0,1,0,1,0,5,Testing Prompt: 0.06868817855864828,,
190056,gpt-5,2,1,3,2,1,0,0,0,0,0,5,Testing Prompt: 0.06868817855864828,,
232366,gpt-5,3,2,1,2,0,0,1,0,0,0,5,Testing Prompt: 0.06868817855864828,,
172253,gpt-5,1,3,4,1,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
263864,gpt-5,3,3,1,4,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
561983,gpt-5,4,3,1,4,1,0,1,1,1,0,5,Testing Prompt: 0.06868817855864828,,
700128,gpt-5,1,3,4,1,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
264478,gpt-5,2,2,4,3,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
188529,gpt-5,3,1,1,2,0,0,1,0,1,0,5,Testing Prompt: 0.06868817855864828,,
735055,gpt-5,3,3,3,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
632387,gpt-5,2,1,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
529099,gpt-5,3,2,4,4,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
704786,gpt-5,3,4,1,3,0,0,1,1,0,0,5,Testing Prompt: 0.06868817855864828,,
274347,gpt-5,3,4,4,3,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
561604,gpt-5,2,3,1,3,0,0,0,1,0,0,5,Testing Prompt: 0.06868817855864828,,
644531,gpt-5,3,4,3,3,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
264262,gpt-5,2,1,1,2,0,0,0,0,0,0,5,Testing Prompt: 0.06868817855864828,,
630563,gpt-5,2,4,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
174997,gpt-5,2,1,3,3,0,0,0,1,0,0,5,Testing Prompt: 0.06868817855864828,,
208682,gpt-5,3,1,4,3,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
503131,gpt-5,2,4,1,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
219176,gpt-5,4,3,3,4,0,1,1,1,0,0,5,Testing Prompt: 0.06868817855864828,,
545047,gpt-5,3,4,4,3,0,0,0,1,0,1,5,Testing Prompt: 0.06868817855864828,,
238025,gpt-5,4,4,1,4,0,0,1,0,0,0,5,Testing Prompt: 0.06868817855864828,,
529141,gpt-5,2,1,3,2,0,0,0,0,0,0,5,Testing Prompt: 0.06868817855864828,,
207845,gpt-5,3,4,3,3,1,0,0,1,0,1,5,Testing Prompt: 0.06868817855864828,,
167524,gpt-5,2,1,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
211179,gpt-5,2,1,1,2,0,0,0,1,0,0,5,Testing Prompt: 0.06868817855864828,,
551252,gpt-5,2,2,4,3,0,1,0,1,1,1,5,Testing Prompt: 0.06868817855864828,,
282284,gpt-5,2,1,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
525710,gpt-5,3,4,3,4,0,0,1,1,1,1,5,Testing Prompt: 0.06868817855864828,,
195235,gpt-5,3,2,3,2,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
564167,gpt-5,3,4,1,4,1,0,1,1,1,1,5,Testing Prompt: 0.06868817855864828,,
550903,gpt-5,3,3,4,3,0,1,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
217052,gpt-5,1,1,3,1,0,1,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
225646,gpt-5,3,2,3,3,0,0,0,1,0,1,5,Testing Prompt: 0.06868817855864828,,
293411,gpt-5,2,1,3,2,1,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
558582,gpt-5,2,1,3,2,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
641013,gpt-5,3,2,3,3,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
546578,gpt-5,2,1,1,1,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
211283,gpt-5,2,4,4,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
546868,gpt-5,2,4,3,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
614816,gpt-5,2,2,4,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
607920,gpt-5,2,1,1,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
643006,gpt-5,4,3,4,4,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
556668,gpt-5,2,1,4,2,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
238271,gpt-5,3,3,4,4,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
591948,gpt-5,3,3,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
511739,gpt-5,1,1,1,1,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
613961,gpt-5,4,4,1,4,0,0,1,0,1,1,5,Testing Prompt: 0.06868817855864828,,
226773,gpt-5,2,2,3,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
257040,gpt-5,3,3,4,3,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
505194,gpt-5,2,2,3,3,0,0,0,0,1,0,5,Testing Prompt: 0.06868817855864828,,
244029,gpt-5,3,4,3,4,0,0,1,1,1,0,5,Testing Prompt: 0.06868817855864828,,
613126,gpt-5,4,4,3,4,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
242166,gpt-5,2,1,3,3,0,0,0,0,1,1,5,Testing Prompt: 0.06868817855864828,,
512243,gpt-5,2,2,3,2,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
218810,gpt-5,2,1,3,2,0,0,1,1,0,1,5,Testing Prompt: 0.06868817855864828,,
506571,gpt-5,4,4,3,4,0,0,1,1,0,0,5,Testing Prompt: 0.06868817855864828,,
703584,gpt-5,2,1,1,2,0,0,1,0,0,1,5,Testing Prompt: 0.06868817855864828,,
601747,gpt-5,1,1,1,2,0,0,0,0,1,0,5,Testing Prompt: 0.06868817855864828,,
524784,gpt-5,4,3,3,4,0,0,0,0,0,1,5,Testing Prompt: 0.06868817855864828,,
240687,gpt-5,2,3,3,2,0,0,0,0,1,0,6,Testing Prompt: 0.5533508712139789,,
248731,gpt-5,3,3,4,3,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
717614,gpt-5,2,2,3,2,0,0,0,0,0,0,6,Testing Prompt: 0.5533508712139789,,
226773,gpt-5,4,3,4,4,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
293411,gpt-5,2,1,3,2,1,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
512243,gpt-5,3,2,4,3,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
244029,gpt-5,3,4,4,4,0,0,1,1,1,0,6,Testing Prompt: 0.5533508712139789,,
630563,gpt-5,2,4,4,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
564167,gpt-5,3,4,1,4,1,0,1,1,1,1,6,Testing Prompt: 0.5533508712139789,,
600843,gpt-5,2,1,3,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
505194,gpt-5,2,2,3,3,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
215179,gpt-5,3,2,3,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
263864,gpt-5,4,3,1,4,0,0,1,1,0,1,6,Testing Prompt: 0.5533508712139789,,
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
225577,gpt-5,4,3,4,4,0,0,0,0,1,0,6,Testing Prompt: 0.5533508712139789,,
242166,gpt-5,2,1,3,2,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
211283,gpt-5,2,4,4,3,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
231173,gpt-5,3,4,4,3,0,0,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
615578,gpt-5,3,3,3,4,1,0,1,1,1,1,6,Testing Prompt: 0.5533508712139789,,
242085,gpt-5,4,2,1,2,0,0,0,1,0,0,6,Testing Prompt: 0.5533508712139789,,
215108,gpt-5,4,3,4,4,0,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
530371,gpt-5,4,4,3,4,0,0,1,1,0,0,6,Testing Prompt: 0.5533508712139789,,
264344,gpt-5,3,3,3,3,0,0,1,0,0,0,6,Testing Prompt: 0.5533508712139789,,
640700,gpt-5,3,3,1,3,0,0,1,1,0,0,6,Testing Prompt: 0.5533508712139789,,
219176,gpt-5,3,4,3,4,0,1,1,0,0,0,6,Testing Prompt: 0.5533508712139789,,
263413,gpt-5,4,4,4,3,0,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
208682,gpt-5,2,1,3,3,0,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
247781,gpt-5,2,4,3,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
555531,gpt-5,3,3,1,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
188529,gpt-5,2,1,1,2,0,0,1,0,1,0,6,Testing Prompt: 0.5533508712139789,,
506571,gpt-5,3,3,3,3,0,0,1,1,0,0,6,Testing Prompt: 0.5533508712139789,,
613961,gpt-5,4,3,1,4,0,0,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
225581,gpt-5,3,4,1,3,1,0,1,1,0,1,6,Testing Prompt: 0.5533508712139789,,
505173,gpt-5,3,1,4,4,0,0,0,1,1,1,6,Testing Prompt: 0.5533508712139789,,
529141,gpt-5,2,1,3,2,0,0,0,0,0,0,6,Testing Prompt: 0.5533508712139789,,
282284,gpt-5,2,2,3,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
291285,gpt-5,4,4,4,4,0,0,0,1,1,1,6,Testing Prompt: 0.5533508712139789,,
232366,gpt-5,3,3,1,2,0,0,1,0,0,0,6,Testing Prompt: 0.5533508712139789,,
264478,gpt-5,2,2,3,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
735055,gpt-5,2,3,3,2,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
207845,gpt-5,2,4,3,2,1,0,0,1,0,1,6,Testing Prompt: 0.5533508712139789,,
274347,gpt-5,4,4,4,3,0,0,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
528543,gpt-5,4,4,1,3,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
217400,gpt-5,2,1,3,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
248896,gpt-5,2,4,3,2,0,0,0,0,0,0,6,Testing Prompt: 0.5533508712139789,,
601728,gpt-5,3,4,1,3,0,0,1,0,1,0,6,Testing Prompt: 0.5533508712139789,,
511739,gpt-5,2,1,1,1,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
525710,gpt-5,4,4,3,4,0,0,1,1,1,1,6,Testing Prompt: 0.5533508712139789,,
534553,gpt-5,3,4,1,3,0,0,1,1,0,0,6,Testing Prompt: 0.5533508712139789,,
172253,gpt-5,2,3,4,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
576254,gpt-5,2,3,1,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
217052,gpt-5,2,1,3,1,0,1,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
529099,gpt-5,3,2,3,3,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
588075,gpt-5,2,2,3,2,0,0,0,0,0,0,6,Testing Prompt: 0.5533508712139789,,
641013,gpt-5,3,2,3,2,0,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
248235,gpt-5,4,4,3,4,0,1,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
613126,gpt-5,4,4,4,4,0,0,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
558582,gpt-5,1,1,3,2,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
584423,gpt-5,2,3,4,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
706907,gpt-5,3,3,3,3,0,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
543094,gpt-5,3,4,4,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
257040,gpt-5,3,2,4,3,0,0,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
257325,gpt-5,2,4,4,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
561983,gpt-5,4,4,1,4,1,0,1,1,1,0,6,Testing Prompt: 0.5533508712139789,,
556668,gpt-5,2,1,4,2,0,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
195235,gpt-5,3,4,4,2,0,0,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
247482,gpt-5,3,3,3,3,0,0,1,0,1,0,6,Testing Prompt: 0.5533508712139789,,
503131,gpt-5,2,4,1,2,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
546868,gpt-5,2,3,3,3,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
704786,gpt-5,3,4,1,3,0,0,1,1,0,0,6,Testing Prompt: 0.5533508712139789,,
190056,gpt-5,2,1,3,2,1,0,0,0,0,0,6,Testing Prompt: 0.5533508712139789,,
184927,gpt-5,4,4,4,4,0,0,1,1,0,1,6,Testing Prompt: 0.5533508712139789,,
211179,gpt-5,2,1,1,3,0,0,0,1,0,0,6,Testing Prompt: 0.5533508712139789,,
575601,gpt-5,3,4,3,2,0,0,1,0,0,1,6,Testing Prompt: 0.5533508712139789,,
580333,gpt-5,2,1,3,2,0,0,0,0,1,1,6,Testing Prompt: 0.5533508712139789,,
174997,gpt-5,2,1,3,3,0,0,0,1,0,0,6,Testing Prompt: 0.5533508712139789,,
551252,gpt-5,3,2,4,3,0,0,1,1,1,1,6,Testing Prompt: 0.5533508712139789,,
581720,gpt-5,4,4,3,4,1,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
216965,gpt-5,3,4,3,3,0,0,0,0,0,1,6,Testing Prompt: 0.5533508712139789,,
590085,gpt-5,3,4,1,4,0,0,1,1,1,0,6,Testing Prompt: 0.5533508712139789,,
561604,gpt-5,2,3,1,3,0,0,0,1,0,0,6,Testing Prompt: 0.5533508712139789,,
550903,gpt-5,3,3,4,4,1,0,1,0,1,1,6,Testing Prompt: 0.5533508712139789,,
