record_id,Scorer Name,Goal Orientation,Confidence Score for Goal Orientation,Engagement with Evidence,Confidence Score for Engagement with Evidence,Collaborative Decision-Making,Confidence Score for Collaborative Decision-Making,Strategic Planning,Confidence Score for Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name,Confidence Score for Cultural Responsiveness,Confidence Score for Parent/Community Engagement,Confidence Score for Academic Achievement,Confidence Score for Candidate Experience/Expertise,Confidence Score for Evaluation,Confidence Score for School Culture Fit,codebook_type
561983,gpt-4.1-mini,3,0.9,3,0.85,2,0.8,3,0.85,1,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
545047,gpt-4.1-mini,2,0.75,2,0.8,3,0.8,2,0.7,0,0,0,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
550903,gpt-4.1-mini,4,0.95,3,0.9,4,0.9,4,0.95,0,0,1,1,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
257325,gpt-4.1-mini,2,0.75,3,0.8,4,0.9,2,0.7,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
580333,gpt-4.1-mini,2,0.75,1,0.7,2,0.75,2,0.7,0,1,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
601728,gpt-4.1-mini,2,0.7,2,0.75,1,0.7,2,0.7,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
628747,gpt-4.1-mini,3,0.9,2,0.7,2,0.75,2,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
200051,gpt-4.1-mini,4,0.9,3,0.85,1,0.7,4,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
590085,gpt-4.1-mini,3,0.9,3,0.85,1,0.6,3,0.9,0,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
248235,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.95,0,0,1,0,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
591948,gpt-4.1-mini,2,0.7,3,0.85,2,0.6,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
184927,gpt-4.1-mini,4,0.95,4,0.9,3,0.8,4,0.9,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
225646,gpt-4.1-mini,2,0.75,2,0.6,1,0.5,2,0.7,0,0,1,1,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
632387,gpt-4.1-mini,2,0.7,2,0.6,1,0.5,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
291285,gpt-4.1-mini,4,0.9,4,0.9,4,0.85,4,0.9,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
588075,gpt-4.1-mini,2,0.75,3,0.75,3,0.7,3,0.8,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
551252,gpt-4.1-mini,3,0.85,2,0.7,4,0.9,3,0.8,1,1,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
505194,gpt-4.1-mini,3,0.8,3,0.85,3,0.85,3,0.8,0,0,0,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
217052,gpt-4.1-mini,2,0.7,1,0.6,1,0.7,1,0.65,0,1,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
700128,gpt-4.1-mini,2,0.75,1,0.6,3,0.8,2,0.7,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
217400,gpt-4.1-mini,3,0.8,1,0.6,1,0.6,2,0.7,0,0,0,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
555531,gpt-4.1-mini,2,0.7,3,0.8,2,0.7,2,0.7,0,0,0,1,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
216965,gpt-4.1-mini,4,0.9,4,0.9,4,0.9,4,0.9,0,1,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
641013,gpt-4.1-mini,3,0.8,3,0.85,2,0.75,3,0.8,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
534553,gpt-4.1-mini,2,0.9,2,0.85,1,0.8,2,0.85,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
240687,gpt-4.1-mini,1,0.9,2,0.9,3,0.9,2,0.85,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
512243,gpt-4.1-mini,2,0.9,2,0.8,3,0.85,2,0.85,0,1,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
575601,gpt-4.1-mini,3,0.9,3,0.85,4,0.9,3,0.9,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
525710,gpt-4.1-mini,4,0.95,4,0.95,3,0.9,4,0.95,0,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
581720,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.95,1,0,1,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
558582,gpt-4.1-mini,1,0.8,1,0.75,3,0.85,1,0.8,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
546868,gpt-4.1-mini,3,0.9,3,0.9,4,0.9,3,0.9,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
704786,gpt-4.1-mini,2,0.85,3,0.9,1,0.6,2,0.8,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
557524,gpt-4.1-mini,2,0.8,1,0.7,3,0.85,1,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
556668,gpt-4.1-mini,3,0.9,1,0.75,4,0.9,3,0.85,0,0,0,0,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
242085,gpt-4.1-mini,3,0.95,1,0.75,1,0.65,3,0.9,0,0,0,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
530371,gpt-4.1-mini,4,0.95,4,0.95,1,0.7,4,0.95,0,0,1,1,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
564167,gpt-4.1-mini,3,0.92,3,0.85,2,0.75,3,0.9,1,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
511739,gpt-4.1-mini,1,0.75,1,0.65,1,0.6,1,0.6,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
247781,gpt-4.1-mini,3,0.9,3,0.85,3,0.85,3,0.85,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
601747,gpt-4.1-mini,2,0.85,1,0.9,1,0.8,2,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
244029,gpt-4.1-mini,4,0.95,4,0.95,3,0.85,4,0.9,0,0,1,1,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
607920,gpt-4.1-mini,2,0.85,2,0.8,1,0.7,2,0.75,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
543229,gpt-4.1-mini,4,0.95,3,0.9,3,0.9,4,0.9,0,0,0,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
584423,gpt-4.1-mini,3,0.85,2,0.8,3,0.85,2,0.75,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
586617,gpt-4.1-mini,4,0.95,3,0.9,4,0.9,4,0.9,0,0,1,1,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
644531,gpt-4.1-mini,4,0.9,3,0.9,4,0.9,4,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
211283,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.95,0,1,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
266177,gpt-4.1-mini,3,0.85,2,0.75,3,0.8,3,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
249730,gpt-4.1-mini,2,0.8,3,0.85,1,0.7,2,0.7,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
225581,gpt-4.1-mini,4,0.95,4,0.95,2,0.75,4,0.9,1,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
167524,gpt-4.1-mini,3,0.9,2,0.7,1,0.65,3,0.8,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
615578,gpt-4.1-mini,4,0.95,3,0.9,4,0.9,4,0.95,1,0,1,0,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
174997,gpt-4.1-mini,2,0.75,1,0.7,1,0.65,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
242166,gpt-4.1-mini,2,0.8,2,0.75,4,0.9,3,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
215108,gpt-4.1-mini,4,0.95,3,0.9,4,0.9,4,0.95,1,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
188529,gpt-4.1-mini,2,0.85,2,0.8,1,0.7,2,0.75,0,0,1,1,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
238025,gpt-4.1-mini,4,0.95,4,0.95,2,0.8,4,0.95,0,0,1,1,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
190056,gpt-4.1-mini,2,0.8,1,0.75,1,0.7,1,0.7,1,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
506571,gpt-4.1-mini,3,0.9,2,0.8,1,0.75,3,0.9,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
529099,gpt-4.1-mini,2,0.8,1,0.7,1,0.75,1,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
231173,gpt-4.1-mini,4,0.95,3,0.9,3,0.9,4,0.9,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
248896,gpt-4.1-mini,2,0.75,3,0.85,1,0.7,2,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
613961,gpt-4.1-mini,4,0.95,2,0.8,2,0.8,4,0.9,0,0,1,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
573597,gpt-4.1-mini,3,0.9,2,0.7,1,0.7,3,0.85,0,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
195235,gpt-4.1-mini,2,0.7,3,0.75,3,0.8,2,0.65,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
546578,gpt-4.1-mini,2,0.75,1,0.6,1,0.6,2,0.7,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
282284,gpt-4.1-mini,4,0.95,1,0.65,2,0.7,2,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
264478,gpt-4.1-mini,4,0.9,2,0.7,4,0.9,4,0.9,0,1,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
704896,gpt-4.1-mini,3,0.85,1,0.6,1,0.6,3,0.8,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
215179,gpt-4.1-mini,2,0.7,1,0.6,1,0.6,1,0.6,0,1,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
238271,gpt-4.1-mini,4,0.95,3,0.85,4,0.9,4,0.9,0,0,1,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
505173,gpt-4.1-mini,4,0.9,3,0.8,4,0.85,4,0.9,0,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
211179,gpt-4.1-mini,2,0.8,2,0.75,1,0.7,2,0.75,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
219176,gpt-4.1-mini,4,0.9,3,0.8,2,0.7,3,0.85,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
717614,gpt-4.1-mini,2,0.75,2,0.7,3,0.75,1,0.6,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
248731,gpt-4.1-mini,3,0.85,3,0.8,3,0.8,3,0.85,0,0,1,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
614816,gpt-4.1-mini,4,0.95,3,0.85,4,0.9,4,0.95,0,0,0,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
561604,gpt-4.1-mini,3,0.8,2,0.7,1,0.65,2,0.75,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
247482,gpt-4.1-mini,4,0.9,3,0.85,3,0.85,4,0.9,0,1,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
703584,gpt-4.1-mini,3,0.85,2,0.7,1,0.7,2,0.75,0,0,1,1,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
207524,gpt-4.1-mini,2,0.7,3,0.8,1,0.6,2,0.7,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
263413,gpt-4.1-mini,4,0.9,4,0.9,1,0.8,4,0.85,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
585389,gpt-4.1-mini,2,0.75,1,0.6,4,0.85,3,0.8,0,0,0,0,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
172253,gpt-4.1-mini,3,0.9,3,0.85,4,0.85,3,0.85,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
207845,gpt-4.1-mini,3,0.85,3,0.85,2,0.7,3,0.8,1,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
274347,gpt-4.1-mini,4,0.9,4,0.9,4,0.9,4,0.9,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
735055,gpt-4.1-mini,3,0.9,2,0.75,3,0.8,3,0.8,0,0,0,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
253693,gpt-4.1-mini,3,0.9,2,0.8,4,0.95,3,0.85,0,0,0,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
576254,gpt-4.1-mini,2,0.75,3,0.9,1,0.7,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
534868,gpt-4.1-mini,2,0.8,1,0.85,1,0.75,1,0.65,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
706907,gpt-4.1-mini,2,0.8,2,0.8,1,0.7,2,0.7,0,0,1,1,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
613126,gpt-4.1-mini,4,0.95,4,0.95,4,0.95,4,0.95,0,0,1,0,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
600997,gpt-4.1-mini,4,0.95,4,0.95,1,0.75,4,0.95,0,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
232366,gpt-4.1-mini,2,0.75,1,0.7,1,0.65,2,0.7,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
543094,gpt-4.1-mini,3,0.9,3,0.9,3,0.85,3,0.85,0,0,1,0,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
226773,gpt-4.1-mini,3,0.9,2,0.8,4,0.9,3,0.85,0,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
264344,gpt-4.1-mini,3,0.9,3,0.9,3,0.85,3,0.9,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
600843,gpt-4.1-mini,2,0.8,2,0.7,3,0.8,2,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
524784,gpt-4.1-mini,4,0.95,4,0.95,3,0.9,4,0.95,0,0,1,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
503131,gpt-4.1-mini,2,0.75,3,0.85,1,0.7,2,0.7,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
643006,gpt-4.1-mini,3,0.9,4,0.9,4,0.9,4,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
225577,gpt-4.1-mini,3,0.9,2,0.8,3,0.85,3,0.85,0,0,0,0,1,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
640700,gpt-4.1-mini,3,0.9,3,0.9,1,0.7,3,0.85,0,0,1,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
529141,gpt-4.1-mini,2,0.85,1,0.9,2,0.8,1,0.85,0,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
528543,gpt-4.1-mini,4,0.9,2,0.85,1,0.8,3,0.85,0,0,0,0,0,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
293411,gpt-4.1-mini,2,0.85,2,0.8,1,0.75,1,0.8,1,0,0,0,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
208682,gpt-4.1-mini,3,0.9,3,0.85,4,0.9,3,0.9,0,0,1,1,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
257040,gpt-4.1-mini,4,0.95,3,0.9,4,0.9,4,0.95,0,1,1,0,1,1,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
218810,gpt-4.1-mini,2,0.8,1,0.75,3,0.85,2,0.8,0,0,0,1,0,0,0,Testing Prompt: 0.9843232575857135,,,,,,,zero-shot
