record_id,Scorer Name,Goal Orientation,Confidence Score for Goal Orientation,Engagement with Evidence,Confidence Score for Engagement with Evidence,Collaborative Decision-Making,Confidence Score for Collaborative Decision-Making,Strategic Planning,Confidence Score for Strategic Planning,Cultural Responsiveness,Confidence Score for Cultural Responsiveness,Parent/Community Engagement,Confidence Score for Parent/Community Engagement,Academic Achievement,Confidence Score for Academic Achievement,Candidate Experience/Expertise,Confidence Score for Candidate Experience/Expertise,Evaluation,Confidence Score for Evaluation,School Culture Fit,Confidence Score for School Culture Fit,call_number,prompt_name,codebook_type
556668,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,3,0.8,1,0.9,0,0.9,0,0.9,1,0.7,0,0.8,1,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
703584,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,1,0.8,1,0.9,0,0.9,0,0.9,1,0.8,0,0.9,0,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
506571,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.7,3,0.8,4,0.8,0,0.9,0,0.9,1,0.8,1,0.9,0,0.8,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
242166,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.9,3,0.8,2,0.7,0,0.9,0,0.9,0,0.8,0,0.9,1,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.7,3,0.8,4,0.8,0,0.9,0,0.9,1,0.8,1,0.8,0,0.8,1,0.7,0,Testing Prompt: 0.11972211749929451,zero-shot
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.7,2,0.7,3,0.8,0,0.9,0,0.9,1,0.8,0,0.8,1,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
238025,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,4,0.9,2,0.75,4,0.88,0,0.95,0,0.98,1,0.82,1,0.8,1,0.78,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
207845,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,3,0.8,3,0.85,2,0.78,1,0.92,0,0.95,0,0.85,1,0.88,1,0.85,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.88,2,0.8,1,0.92,2,0.75,0,0.98,0,0.98,0,0.9,1,0.85,0,0.95,0,0.95,0,Testing Prompt: 0.11972211749929451,zero-shot
644531,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.82,3,0.85,3,0.8,3,0.83,0,0.95,0,0.95,1,0.78,0,0.88,0,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,1,0.85,1,0.88,2,0.75,0,0.95,0,0.95,0,0.9,0,0.85,0,0.9,1,0.88,0,Testing Prompt: 0.11972211749929451,zero-shot
545047,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,3,0.8,3,0.82,2,0.78,0,0.95,0,0.95,0,0.88,1,0.85,1,0.88,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
211179,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.95,1,0.9,1,0.85,0,0.95,0,0.95,0,0.9,1,0.8,0,0.9,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,3,0.9,2,0.8,3,0.8,1,0.85,0,0.9,1,0.8,1,0.9,1,0.85,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
247482,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.85,3,0.85,2,0.8,0,0.9,0,0.9,1,0.85,1,0.8,1,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
717614,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,3,0.85,2,0.8,0,0.9,0,0.9,0,0.9,1,0.85,1,0.8,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.85,3,0.9,2,0.85,2,0.8,0,0.9,0,0.9,1,0.85,0,0.9,1,0.85,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.9,4,0.85,3,0.8,0,0.9,0,0.9,1,0.85,0,0.8,1,0.9,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
238271,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,3,0.8,2,0.7,0,0.9,0,0.9,1,0.7,0,0.8,1,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
232366,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,3,0.8,1,0.9,2,0.7,0,0.9,0,0.9,1,0.8,0,0.8,0,0.8,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
511739,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,1,0.9,1,0.8,0,0.9,0,0.9,0,0.8,0,0.9,0,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
282284,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,1,0.9,3,0.8,3,0.8,0,0.9,0,0.9,0,0.8,1,0.8,1,0.7,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,3,0.8,1,0.9,2,0.8,0,0.9,0,0.9,0,0.8,1,0.9,0,0.8,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
188529,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.7,1,0.9,3,0.7,2,0.7,0,0.9,0,0.9,1,0.8,0,0.8,1,0.8,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
248235,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.9,3,0.8,2,0.7,0,0.95,1,0.8,1,0.7,1,0.8,1,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
585389,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,4,0.9,2,0.8,0,0.95,0,0.9,0,0.8,1,0.8,1,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,2,0.7,2,0.7,3,0.8,0,0.95,0,0.9,1,0.8,1,0.8,1,0.7,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
505194,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,2,0.7,3,0.8,2,0.7,0,0.95,0,0.9,0,0.8,1,0.7,1,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
543094,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,4,0.9,3,0.8,2,0.7,0,0.95,0,0.9,1,0.8,0,0.8,1,0.7,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
215108,us.anthropic.claude-sonnet-4-20250514-v1:0,4,0.9,2,0.8,3,0.8,4,0.9,0,0.95,0,0.9,1,0.8,1,0.8,1,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
253693,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.85,1,0.95,4,0.9,2,0.8,0,0.95,0,0.95,0,0.9,0,0.85,1,0.85,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,3,0.9,2,0.75,3,0.8,0,0.95,0,0.95,1,0.85,1,0.8,0,0.9,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
607920,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.95,2,0.8,1,0.85,0,0.95,0,0.95,0,0.95,0,0.9,0,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,4,0.9,4,0.95,3,0.85,4,0.85,0,0.9,0,0.95,1,0.9,1,0.85,1,0.85,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.85,3,0.85,3,0.8,1,0.9,0,0.95,1,0.85,0,0.75,1,0.85,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
580333,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.95,2,0.8,2,0.75,0,0.95,0,0.95,0,0.9,1,0.8,1,0.75,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
244029,us.anthropic.claude-sonnet-4-20250514-v1:0,4,0.9,4,0.9,3,0.8,4,0.9,0,0.95,0,0.95,1,0.9,1,0.8,1,0.85,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
600997,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,4,0.95,2,0.8,4,0.9,0,0.95,0,0.9,1,0.9,1,0.9,1,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.95,1,0.95,3,0.85,1,0.9,0,0.95,0,0.95,0,0.9,0,0.95,1,0.8,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
628747,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,2,0.8,2,0.8,0,0.95,0,0.95,0,0.9,0,0.95,0,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
231173,us.anthropic.claude-sonnet-4-20250514-v1:0,4,0.9,3,0.85,4,0.9,4,0.9,0,0.9,1,0.8,1,0.9,0,0.85,0,0.85,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
266177,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,4,0.9,2,0.8,0,0.95,0,0.9,0,0.9,0,0.95,0,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
546578,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,1,0.9,1,0.8,0,0.95,0,0.95,1,0.7,0,0.9,0,0.95,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
211283,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,3,0.8,4,0.9,2,0.8,0,0.95,0,0.95,0,0.9,0,0.9,1,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
264478,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.8,3,0.8,2,0.8,0,0.95,0,0.95,0,0.9,0,0.9,0,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
225646,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.8,3,0.8,3,0.8,0,0.95,0,0.95,1,0.7,1,0.9,0,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
613126,us.anthropic.claude-sonnet-4-20250514-v1:0,4,0.9,4,0.9,4,0.9,4,0.9,0,0.9,0,0.95,1,0.9,1,0.8,0,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
534553,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.8,1,0.9,2,0.8,0,0.95,0,0.95,1,0.9,1,0.9,0,0.9,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
704786,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.9,1,0.9,2,0.8,0,0.95,0,0.95,1,0.8,1,0.9,1,0.9,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
172253,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,3,0.9,4,0.9,2,0.8,0,0.9,0,0.9,0,0.85,0,0.9,0,0.9,1,0.95,0,Testing Prompt: 0.11972211749929451,zero-shot
573597,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,3,0.9,1,0.9,3,0.85,0,0.9,0,0.9,1,0.9,0,0.85,1,0.9,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,2,0.8,3,0.85,4,0.9,0,0.9,1,0.8,1,0.8,1,0.9,1,0.95,1,0.95,0,Testing Prompt: 0.11972211749929451,zero-shot
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.85,2,0.8,2,0.8,0,0.9,0,0.9,1,0.8,0,0.85,1,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
584423,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,2,0.8,3,0.85,2,0.8,0,0.9,0,0.9,0,0.85,0,0.9,0,0.9,1,0.95,0,Testing Prompt: 0.11972211749929451,zero-shot
174997,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.95,1,0.9,2,0.8,0,0.9,0,0.9,0,0.85,1,0.7,0,0.9,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
601747,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.95,1,0.9,1,0.9,0,0.9,0,0.9,0,0.85,0,0.8,1,0.7,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
248731,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.85,3,0.9,3,0.85,0,0.9,0,0.9,1,0.8,1,0.8,1,0.85,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
503131,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,4,0.95,1,0.9,2,0.8,0,0.9,0,0.9,1,0.8,0,0.85,1,0.9,1,0.95,0,Testing Prompt: 0.11972211749929451,zero-shot
217400,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.95,1,0.9,2,0.8,0,0.9,0,0.9,0,0.8,1,0.85,1,0.8,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
263864,us.anthropic.claude-sonnet-4-20250514-v1:0,4,0.9,3,0.85,2,0.8,4,0.9,0,0.9,0,0.9,1,0.85,1,0.9,0,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
529141,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.95,3,0.8,1,0.9,0,0.95,0,0.95,0,0.9,0,0.9,0,0.9,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
264344,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,3,0.8,3,0.85,3,0.8,0,0.9,0,0.9,1,0.85,1,0.8,0,0.85,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
591948,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.85,2,0.75,2,0.8,0,0.9,0,0.9,0,0.85,0,0.85,1,0.8,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
225581,us.anthropic.claude-sonnet-4-20250514-v1:0,4,0.9,4,0.9,2,0.8,4,0.85,1,0.85,0,0.9,1,0.9,1,0.85,1,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
555531,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,2,0.8,3,0.8,2,0.75,0,0.9,0,0.9,0,0.85,1,0.8,1,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
576254,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.85,2,0.75,2,0.8,0,0.9,0,0.9,0,0.9,0,0.9,0,0.85,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
534868,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,3,0.7,1,0.8,0,0.9,0,0.9,0,0.8,0,0.8,0,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
208682,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,1,0.9,3,0.8,2,0.7,0,0.9,0,0.9,1,0.8,0,0.8,1,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.8,1,0.9,1,0.9,2,0.7,0,0.9,0,0.9,0,0.8,0,0.8,0,0.9,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
550903,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,1,0.9,3,0.8,3,0.8,0,0.8,0,0.9,1,0.8,0,0.8,1,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.8,3,0.8,3,0.8,0,0.9,0,0.9,1,0.9,1,0.7,0,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
735055,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,2,0.7,3,0.8,2,0.7,0,0.9,0,0.9,0,0.8,1,0.9,0,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
215179,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.85,1,0.95,1,0.9,1,0.85,0,0.95,0,0.95,0,0.8,0,0.9,0,0.95,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
632387,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,3,0.85,2,0.75,0,0.95,0,0.95,0,0.85,0,0.9,0,0.95,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,2,0.75,3,0.85,3,0.8,0,0.95,0,0.95,0,0.85,1,0.8,0,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
195235,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.85,3,0.9,2,0.75,0,0.95,0,0.95,1,0.8,0,0.9,0,0.95,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
226773,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,2,0.8,3,0.9,3,0.85,0,0.95,0,0.95,1,0.75,1,0.8,1,0.85,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
575601,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.9,3,0.85,2,0.75,0,0.95,0,0.95,1,0.8,0,0.9,1,0.8,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
581720,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,3,0.8,3,0.75,3,0.8,1,0.9,0,0.95,1,0.85,1,0.8,1,0.75,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
200051,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,3,0.85,1,0.9,2,0.75,0,0.95,0,0.95,1,0.85,1,0.8,0,0.85,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
600843,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,2,0.75,3,0.85,2,0.8,0,0.95,1,0.85,0,0.9,0,0.85,0,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
249730,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.85,1,0.9,2,0.75,1,0.85,0,0.95,0,0.95,1,0.8,0,0.9,0,0.95,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
217052,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,1,0.9,3,0.85,2,0.75,0,0.85,1,0.9,1,0.75,0,0.9,0,0.95,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
257325,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.85,4,0.9,3,0.85,0,0.9,0,0.95,1,0.85,1,0.8,0,0.85,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,2,0.7,1,0.9,2,0.8,0,0.9,0,0.9,1,0.8,1,0.9,1,0.8,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
700128,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,3,0.8,4,0.9,1,0.8,0,0.9,0,0.8,0,0.9,0,0.9,0,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
640700,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.9,1,0.9,2,0.8,0,0.9,0,0.9,1,0.9,1,0.8,0,0.8,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
630563,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,3,0.8,4,0.9,2,0.8,0,0.9,0,0.8,0,0.8,0,0.9,0,0.9,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
564167,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.8,2,0.8,3,0.8,1,0.8,0,0.9,1,0.9,1,0.9,1,0.9,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
216965,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,4,0.9,3,0.8,2,0.8,0,0.8,1,0.8,0,0.8,0,0.8,0,0.9,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
248896,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.7,1,0.9,1,0.8,0,0.9,0,0.9,0,0.8,0,0.9,0,0.9,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
293411,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,1,0.8,1,0.8,2,0.7,1,0.8,1,0.8,0,0.8,0,0.8,0,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.8,2,0.7,3,0.8,0,0.9,0,0.9,1,0.8,0,0.8,0,0.8,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
247781,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.7,4,0.9,2,0.8,3,0.8,0,0.9,0,0.9,0,0.8,0,0.8,0,0.8,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.7,1,0.8,3,0.8,2,0.7,0,0.9,0,0.8,0,0.8,0,0.8,1,0.8,0,0.7,0,Testing Prompt: 0.11972211749929451,zero-shot
546868,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.7,3,0.8,3,0.8,3,0.8,0,0.9,0,0.9,0,0.8,0,0.8,0,0.8,0,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,1,0.9,3,0.7,2,0.8,0,0.95,0,0.95,0,0.9,1,0.85,0,0.9,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
586617,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,3,0.85,4,0.9,4,0.85,0,0.95,0,0.9,1,0.8,1,0.85,1,0.8,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
601728,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.8,3,0.85,3,0.8,2,0.8,0,0.95,0,0.95,0,0.85,0,0.9,1,0.75,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
641013,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,2,0.8,3,0.85,3,0.8,0,0.95,0,0.9,1,0.85,0,0.9,1,0.8,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
643006,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,3,0.85,4,0.9,4,0.85,0,0.95,0,0.9,1,0.85,0,0.8,1,0.8,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.85,4,0.9,3,0.8,4,0.9,0,0.95,1,0.85,1,0.9,1,0.85,0,0.8,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
614816,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.85,1,0.95,3,0.9,2,0.8,0,0.95,0,0.95,0,0.9,0,0.85,1,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
274347,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.9,4,0.95,2,0.75,0,0.95,0,0.95,1,0.9,0,0.9,0,0.85,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
505173,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.85,3,0.85,3,0.9,2,0.8,0,0.95,0,0.95,0,0.9,1,0.9,1,0.85,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
525710,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.8,3,0.9,3,0.85,2,0.75,0,0.95,0,0.95,1,0.9,1,0.85,1,0.9,1,0.95,0,Testing Prompt: 0.11972211749929451,zero-shot
190056,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.95,3,0.85,1,0.9,1,0.85,0,0.95,0,0.9,0,0.9,0,0.9,1,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
706907,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.85,3,0.9,3,0.85,2,0.8,0,0.95,0,0.95,1,0.85,0,0.85,1,0.9,1,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
588075,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.9,1,0.95,3,0.8,2,0.85,0,0.95,0,0.95,0,0.9,0,0.9,0,0.95,0,0.9,0,Testing Prompt: 0.11972211749929451,zero-shot
529099,us.anthropic.claude-sonnet-4-20250514-v1:0,1,0.85,1,0.9,3,0.8,2,0.8,0,0.9,0,0.9,0,0.85,1,0.8,1,0.85,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
257040,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,1,0.9,4,0.85,2,0.8,0,0.9,0,0.9,1,0.75,0,0.85,1,0.8,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot
291285,us.anthropic.claude-sonnet-4-20250514-v1:0,3,0.8,3,0.85,3,0.85,3,0.8,0,0.9,0,0.9,1,0.8,1,0.85,0,0.85,1,0.8,0,Testing Prompt: 0.11972211749929451,zero-shot
207524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,0.75,3,0.8,2,0.8,2,0.8,0,0.9,0,0.9,1,0.85,0,0.85,0,0.85,0,0.85,0,Testing Prompt: 0.11972211749929451,zero-shot