record_id,Scorer Name,Goal Orientation,Engagement with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name
580333,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,1,Testing Prompt: 0.0822867126619532
590085,gpt-4.1-mini,3,4,1,3,0,0,1,1,1,0,1,Testing Prompt: 0.0822867126619532
238271,gpt-4.1-mini,4,3,4,4,0,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
248896,gpt-4.1-mini,2,3,1,3,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
231173,gpt-4.1-mini,4,3,1,4,0,1,1,0,0,1,1,Testing Prompt: 0.0822867126619532
591948,gpt-4.1-mini,3,4,1,3,0,0,0,0,1,0,1,Testing Prompt: 0.0822867126619532
524784,gpt-4.1-mini,4,3,2,4,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
717614,gpt-4.1-mini,2,2,2,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
615578,gpt-4.1-mini,3,2,3,3,1,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
174997,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
274347,gpt-4.1-mini,4,4,4,4,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
172253,gpt-4.1-mini,3,2,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
207524,gpt-4.1-mini,2,2,1,2,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
266177,gpt-4.1-mini,3,1,4,3,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
556668,gpt-4.1-mini,2,1,4,2,0,0,0,0,1,1,2,Testing Prompt: 0.28884698215673243
217400,gpt-4.1-mini,3,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
561604,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
546868,gpt-4.1-mini,3,4,2,3,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
511739,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,2,Testing Prompt: 0.28884698215673243
613126,gpt-4.1-mini,4,3,3,4,1,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
188529,gpt-4.1-mini,2,1,1,1,0,0,1,0,1,0,2,Testing Prompt: 0.28884698215673243
257040,gpt-4.1-mini,3,3,4,3,0,0,1,0,1,1,2,Testing Prompt: 0.28884698215673243
576254,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
512243,gpt-4.1-mini,3,2,3,2,0,1,0,0,0,0,2,Testing Prompt: 0.28884698215673243
282284,gpt-4.1-mini,4,2,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
264344,gpt-4.1-mini,3,3,2,3,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
505173,gpt-4.1-mini,3,2,3,3,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
550903,gpt-4.1-mini,4,3,4,4,0,0,1,0,1,1,2,Testing Prompt: 0.28884698215673243
247781,gpt-4.1-mini,2,3,2,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
601747,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
525710,gpt-4.1-mini,4,4,3,4,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
584423,gpt-4.1-mini,2,2,4,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
643006,gpt-4.1-mini,3,3,2,3,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
505194,gpt-4.1-mini,3,3,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
591948,gpt-4.1-mini,4,4,1,2,0,0,1,0,1,0,2,Testing Prompt: 0.28884698215673243
546578,gpt-4.1-mini,3,2,1,1,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
600843,gpt-4.1-mini,3,2,3,2,0,1,0,0,0,1,2,Testing Prompt: 0.28884698215673243
242166,gpt-4.1-mini,3,2,4,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
640700,gpt-4.1-mini,3,3,1,2,0,0,1,1,0,0,2,Testing Prompt: 0.28884698215673243
585389,gpt-4.1-mini,3,3,4,3,0,0,0,0,1,1,2,Testing Prompt: 0.28884698215673243
704786,gpt-4.1-mini,3,3,1,2,0,0,1,1,0,0,2,Testing Prompt: 0.28884698215673243
529099,gpt-4.1-mini,3,3,3,3,0,1,0,0,0,1,2,Testing Prompt: 0.28884698215673243
215108,gpt-4.1-mini,4,3,4,4,0,1,1,0,1,1,2,Testing Prompt: 0.28884698215673243
231173,gpt-4.1-mini,4,3,3,4,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
706907,gpt-4.1-mini,3,2,2,3,0,0,0,1,1,1,2,Testing Prompt: 0.28884698215673243
216965,gpt-4.1-mini,3,3,3,3,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
703584,gpt-4.1-mini,2,2,1,2,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
580333,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
581720,gpt-4.1-mini,4,4,4,4,1,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
557524,gpt-4.1-mini,2,1,1,1,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
586617,gpt-4.1-mini,3,3,4,3,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
248896,gpt-4.1-mini,2,3,2,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
195235,gpt-4.1-mini,2,2,1,2,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
543094,gpt-4.1-mini,3,3,3,3,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
506571,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
534868,gpt-4.1-mini,2,1,2,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
555531,gpt-4.1-mini,2,2,1,1,0,0,0,0,1,1,2,Testing Prompt: 0.28884698215673243
543229,gpt-4.1-mini,3,1,1,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
700128,gpt-4.1-mini,2,2,4,2,0,1,0,0,0,1,2,Testing Prompt: 0.28884698215673243
600997,gpt-4.1-mini,4,4,1,4,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
184927,gpt-4.1-mini,4,4,3,4,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
534553,gpt-4.1-mini,3,2,1,3,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
735055,gpt-4.1-mini,4,3,1,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
226773,gpt-4.1-mini,3,3,4,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
632387,gpt-4.1-mini,2,1,2,1,0,1,0,0,0,0,2,Testing Prompt: 0.28884698215673243
590085,gpt-4.1-mini,3,3,1,3,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
215179,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
219176,gpt-4.1-mini,3,2,1,3,0,1,1,0,0,1,2,Testing Prompt: 0.28884698215673243
263864,gpt-4.1-mini,4,3,1,4,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
247482,gpt-4.1-mini,3,2,2,3,0,0,1,1,1,0,2,Testing Prompt: 0.28884698215673243
208682,gpt-4.1-mini,3,3,4,3,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
232366,gpt-4.1-mini,2,2,1,2,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
264478,gpt-4.1-mini,3,3,3,3,0,1,0,0,0,0,2,Testing Prompt: 0.28884698215673243
244029,gpt-4.1-mini,4,4,2,4,0,0,1,1,1,0,2,Testing Prompt: 0.28884698215673243
240687,gpt-4.1-mini,2,3,1,2,0,0,1,0,1,0,2,Testing Prompt: 0.28884698215673243
190056,gpt-4.1-mini,3,1,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
238271,gpt-4.1-mini,4,2,4,4,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
225581,gpt-4.1-mini,4,3,1,3,1,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
225646,gpt-4.1-mini,3,2,1,3,0,0,0,1,0,1,2,Testing Prompt: 0.28884698215673243
644531,gpt-4.1-mini,3,3,2,3,0,1,0,0,0,1,2,Testing Prompt: 0.28884698215673243
545047,gpt-4.1-mini,3,2,2,3,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
607920,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
217052,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,2,Testing Prompt: 0.28884698215673243
630563,gpt-4.1-mini,2,2,2,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
588075,gpt-4.1-mini,3,1,2,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
291285,gpt-4.1-mini,4,4,3,4,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
293411,gpt-4.1-mini,2,1,1,1,1,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
529141,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
249730,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
248731,gpt-4.1-mini,3,1,4,3,0,0,0,0,1,1,2,Testing Prompt: 0.28884698215673243
207845,gpt-4.1-mini,4,4,3,4,1,1,1,0,1,1,2,Testing Prompt: 0.28884698215673243
242085,gpt-4.1-mini,4,1,1,3,0,0,1,1,0,0,2,Testing Prompt: 0.28884698215673243
558582,gpt-4.1-mini,1,1,3,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
641013,gpt-4.1-mini,3,1,1,2,0,0,1,0,1,1,2,Testing Prompt: 0.28884698215673243
167524,gpt-4.1-mini,3,1,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
264262,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
551252,gpt-4.1-mini,4,3,4,4,0,1,1,1,1,1,2,Testing Prompt: 0.28884698215673243
614816,gpt-4.1-mini,4,1,4,4,0,0,0,0,1,1,2,Testing Prompt: 0.28884698215673243
238025,gpt-4.1-mini,4,4,1,4,0,1,1,0,0,1,2,Testing Prompt: 0.28884698215673243
263413,gpt-4.1-mini,4,3,4,4,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
225577,gpt-4.1-mini,3,1,4,3,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
575601,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
257325,gpt-4.1-mini,3,3,4,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
573597,gpt-4.1-mini,4,1,1,3,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
211283,gpt-4.1-mini,4,3,4,4,0,1,0,0,1,1,2,Testing Prompt: 0.28884698215673243
248235,gpt-4.1-mini,4,4,3,4,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
530371,gpt-4.1-mini,4,3,2,4,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
503131,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
253693,gpt-4.1-mini,4,2,4,4,0,0,0,0,1,1,2,Testing Prompt: 0.28884698215673243
704896,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
601728,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
211179,gpt-4.1-mini,2,1,1,2,0,0,1,1,0,0,2,Testing Prompt: 0.28884698215673243
613961,gpt-4.1-mini,4,3,3,4,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
561983,gpt-4.1-mini,3,2,1,2,1,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
528543,gpt-4.1-mini,3,3,1,3,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
218810,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
628747,gpt-4.1-mini,3,1,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
564167,gpt-4.1-mini,3,3,1,4,1,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
200051,gpt-4.1-mini,4,1,1,3,0,0,1,1,0,0,2,Testing Prompt: 0.28884698215673243
225646,gpt-4.1-mini,2,1,2,2,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
249730,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
503131,gpt-4.1-mini,2,4,1,2,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
546578,gpt-4.1-mini,3,1,1,1,0,0,1,0,0,0,3,Testing Prompt: 0.4416857669961013
601728,gpt-4.1-mini,2,3,1,2,0,0,1,0,1,0,3,Testing Prompt: 0.4416857669961013
225577,gpt-4.1-mini,3,1,2,3,0,0,0,0,1,0,3,Testing Prompt: 0.4416857669961013
613961,gpt-4.1-mini,4,1,1,4,0,0,1,1,0,1,3,Testing Prompt: 0.4416857669961013
607920,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,3,Testing Prompt: 0.4416857669961013
248235,gpt-4.1-mini,4,4,4,4,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
257325,gpt-4.1-mini,3,3,2,3,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
628747,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
232366,gpt-4.1-mini,3,1,1,2,0,0,1,0,0,0,3,Testing Prompt: 0.4416857669961013
174997,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
218810,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
588075,gpt-4.1-mini,3,1,3,3,0,0,0,0,1,0,3,Testing Prompt: 0.4416857669961013
632387,gpt-4.1-mini,2,1,2,2,0,1,0,0,0,0,3,Testing Prompt: 0.4416857669961013
242166,gpt-4.1-mini,3,1,4,4,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
585389,gpt-4.1-mini,3,1,4,3,0,0,0,1,1,0,3,Testing Prompt: 0.4416857669961013
641013,gpt-4.1-mini,3,3,2,3,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
600997,gpt-4.1-mini,4,4,1,4,0,0,1,1,1,1,3,Testing Prompt: 0.4416857669961013
640700,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
190056,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
167524,gpt-4.1-mini,3,1,3,3,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
703584,gpt-4.1-mini,3,1,1,2,0,0,1,0,0,1,3,Testing Prompt: 0.4416857669961013
226773,gpt-4.1-mini,3,2,4,4,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
529141,gpt-4.1-mini,2,1,2,2,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
264344,gpt-4.1-mini,4,3,4,4,0,0,1,0,0,0,3,Testing Prompt: 0.4416857669961013
613126,gpt-4.1-mini,4,4,4,4,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
525710,gpt-4.1-mini,3,3,3,3,0,1,1,1,1,1,3,Testing Prompt: 0.4416857669961013
586617,gpt-4.1-mini,4,3,4,4,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
217052,gpt-4.1-mini,2,1,1,2,1,1,0,0,0,1,3,Testing Prompt: 0.4416857669961013
264478,gpt-4.1-mini,3,3,4,4,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
581720,gpt-4.1-mini,4,4,4,4,1,0,1,0,0,1,3,Testing Prompt: 0.4416857669961013
248731,gpt-4.1-mini,3,3,3,4,0,0,1,0,0,0,3,Testing Prompt: 0.4416857669961013
505194,gpt-4.1-mini,4,3,4,4,0,1,1,1,1,1,3,Testing Prompt: 0.4416857669961013
253693,gpt-4.1-mini,4,1,4,4,0,0,0,0,1,0,3,Testing Prompt: 0.4416857669961013
247781,gpt-4.1-mini,3,3,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
207524,gpt-4.1-mini,3,2,2,3,0,0,1,0,0,0,3,Testing Prompt: 0.4416857669961013
505173,gpt-4.1-mini,4,2,4,4,0,0,1,1,1,1,3,Testing Prompt: 0.4416857669961013
217400,gpt-4.1-mini,3,1,1,3,0,0,0,1,0,0,3,Testing Prompt: 0.4416857669961013
240687,gpt-4.1-mini,2,3,2,2,0,0,1,1,1,0,3,Testing Prompt: 0.4416857669961013
700128,gpt-4.1-mini,2,3,4,2,0,1,0,0,0,1,3,Testing Prompt: 0.4416857669961013
524784,gpt-4.1-mini,4,3,2,4,0,0,1,1,1,1,3,Testing Prompt: 0.4416857669961013
231173,gpt-4.1-mini,3,3,3,3,0,0,1,1,0,1,3,Testing Prompt: 0.4416857669961013
511739,gpt-4.1-mini,1,1,1,1,0,1,0,0,0,1,3,Testing Prompt: 0.4416857669961013
573597,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,1,3,Testing Prompt: 0.4416857669961013
546868,gpt-4.1-mini,2,3,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
244029,gpt-4.1-mini,4,4,2,4,0,0,1,1,1,0,3,Testing Prompt: 0.4416857669961013
263864,gpt-4.1-mini,4,3,2,4,0,0,1,0,0,0,3,Testing Prompt: 0.4416857669961013
530371,gpt-4.1-mini,4,3,2,4,0,0,1,1,0,1,3,Testing Prompt: 0.4416857669961013
561604,gpt-4.1-mini,2,2,1,2,0,0,0,1,0,0,3,Testing Prompt: 0.4416857669961013
555531,gpt-4.1-mini,2,2,2,2,0,0,0,0,1,0,3,Testing Prompt: 0.4416857669961013
293411,gpt-4.1-mini,2,2,2,2,1,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
551252,gpt-4.1-mini,3,3,4,4,0,1,0,0,1,1,3,Testing Prompt: 0.4416857669961013
225581,gpt-4.1-mini,3,3,2,3,1,0,1,0,0,1,3,Testing Prompt: 0.4416857669961013
601747,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
706907,gpt-4.1-mini,2,2,1,2,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
575601,gpt-4.1-mini,3,3,2,3,0,0,1,0,0,1,3,Testing Prompt: 0.4416857669961013
591948,gpt-4.1-mini,4,4,2,4,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
219176,gpt-4.1-mini,4,4,3,4,1,0,1,0,0,1,3,Testing Prompt: 0.4416857669961013
266177,gpt-4.1-mini,2,2,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
580333,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
615578,gpt-4.1-mini,3,3,4,4,1,0,1,1,1,1,3,Testing Prompt: 0.4416857669961013
561983,gpt-4.1-mini,3,2,1,3,1,0,1,1,1,0,3,Testing Prompt: 0.4416857669961013
735055,gpt-4.1-mini,2,3,1,2,0,0,1,0,0,1,3,Testing Prompt: 0.4416857669961013
208682,gpt-4.1-mini,2,3,3,3,0,0,1,1,0,1,3,Testing Prompt: 0.4416857669961013
291285,gpt-4.1-mini,3,4,4,4,0,0,1,0,0,1,3,Testing Prompt: 0.4416857669961013
704786,gpt-4.1-mini,2,3,1,2,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
643006,gpt-4.1-mini,3,3,2,3,0,0,1,1,1,1,3,Testing Prompt: 0.4416857669961013
545047,gpt-4.1-mini,3,3,3,3,0,0,0,1,0,0,3,Testing Prompt: 0.4416857669961013
282284,gpt-4.1-mini,4,2,1,3,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
704896,gpt-4.1-mini,3,2,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
211179,gpt-4.1-mini,2,2,1,2,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
242085,gpt-4.1-mini,4,2,1,3,0,0,1,1,0,1,3,Testing Prompt: 0.4416857669961013
184927,gpt-4.1-mini,4,3,4,4,0,0,1,1,1,1,3,Testing Prompt: 0.4416857669961013
529099,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
576254,gpt-4.1-mini,2,2,1,1,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
550903,gpt-4.1-mini,4,3,4,4,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
263413,gpt-4.1-mini,4,4,1,3,0,0,1,1,0,1,3,Testing Prompt: 0.4416857669961013
534868,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
512243,gpt-4.1-mini,2,1,3,2,0,1,0,0,0,1,3,Testing Prompt: 0.4416857669961013
543229,gpt-4.1-mini,4,3,1,4,0,0,1,0,0,0,3,Testing Prompt: 0.4416857669961013
257040,gpt-4.1-mini,3,2,4,3,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
564167,gpt-4.1-mini,3,3,2,3,1,0,1,1,1,1,3,Testing Prompt: 0.4416857669961013
630563,gpt-4.1-mini,2,3,2,2,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
614816,gpt-4.1-mini,3,2,4,3,0,0,0,0,1,1,3,Testing Prompt: 0.4416857669961013
200051,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
215179,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
506571,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.4416857669961013
216965,gpt-4.1-mini,3,3,2,3,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
543094,gpt-4.1-mini,3,3,3,3,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
188529,gpt-4.1-mini,2,1,1,2,0,0,1,0,1,0,3,Testing Prompt: 0.4416857669961013
247482,gpt-4.1-mini,3,3,3,3,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
556668,gpt-4.1-mini,2,1,4,2,0,0,0,0,1,1,3,Testing Prompt: 0.4416857669961013
558582,gpt-4.1-mini,1,1,2,1,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
534553,gpt-4.1-mini,3,2,1,3,0,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
172253,gpt-4.1-mini,4,3,4,3,0,0,0,0,0,1,3,Testing Prompt: 0.4416857669961013
238025,gpt-4.1-mini,4,4,3,4,0,1,1,0,1,1,3,Testing Prompt: 0.4416857669961013
264262,gpt-4.1-mini,2,1,2,2,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
207845,gpt-4.1-mini,3,3,2,3,1,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
528543,gpt-4.1-mini,3,2,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.4416857669961013
717614,gpt-4.1-mini,2,2,3,2,0,0,0,1,0,0,3,Testing Prompt: 0.4416857669961013
215108,gpt-4.1-mini,4,4,4,4,1,0,1,0,1,1,3,Testing Prompt: 0.4416857669961013
